domain,pair,nA,nB,units,input_file,input_sha256,delta1,delta2,delta3,eligible,blocked_reason,stratum,size_quartile,ratio_group,selection_order,plan_order,configuration_id,alpha,method,reuse_path,configuration_json
hurricane,EP032006__EP201992,27,69,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP032006__EP201992.npz,a628134f9a46e9e7913c849105762a52bc7f7dbbf60d096ab68d220e7e118227,74.05334739689872,36.45256714563898,950.7159634797607,True,,Q4_unequal,4,unequal,18,71,hurricane:EP032006__EP201992:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP032006__EP201992"", ""case"": ""hurricane:EP032006__EP201992:a0.5"", ""nA"": 27, ""nB"": 69, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 148.10669479379743, ""s_B"": 72.90513429127796, ""delta1"": 74.05334739689872, ""delta2"": 36.45256714563898, ""delta3"": 950.7159634797607, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP032006__EP201992.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_71"", ""certificate"": false, ""input_sha256"": ""a628134f9a46e9e7913c849105762a52bc7f7dbbf60d096ab68d220e7e118227"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP032006__EP201992:a0.5|CPS-3F""}"
hurricane,EP032006__EP201992,27,69,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP032006__EP201992.npz,a628134f9a46e9e7913c849105762a52bc7f7dbbf60d096ab68d220e7e118227,74.05334739689872,36.45256714563898,950.7159634797607,True,,Q4_unequal,4,unequal,18,72,hurricane:EP032006__EP201992:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP032006__EP201992"", ""case"": ""hurricane:EP032006__EP201992:a0.5"", ""nA"": 27, ""nB"": 69, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 148.10669479379743, ""s_B"": 72.90513429127796, ""delta1"": 74.05334739689872, ""delta2"": 36.45256714563898, ""delta3"": 950.7159634797607, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP032006__EP201992.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_72"", ""certificate"": false, ""input_sha256"": ""a628134f9a46e9e7913c849105762a52bc7f7dbbf60d096ab68d220e7e118227"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP032006__EP201992:a0.5|Independent continuous""}"
hurricane,AL022011__AL071977,29,27,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL022011__AL071977.npz,a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41,51.843902769443424,56.32007199263512,670.4440211411239,True,,Q1_balanced,1,balanced,19,73,hurricane:AL022011__AL071977:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""AL022011__AL071977"", ""case"": ""hurricane:AL022011__AL071977:a0.5"", ""nA"": 29, ""nB"": 27, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 103.68780553888685, ""s_B"": 112.64014398527024, ""delta1"": 51.843902769443424, ""delta2"": 56.32007199263512, ""delta3"": 670.4440211411239, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL022011__AL071977.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_73"", ""certificate"": false, ""input_sha256"": ""a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL022011__AL071977:a0.5|CPS-2F""}"
hurricane,AL022011__AL071977,29,27,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL022011__AL071977.npz,a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41,51.843902769443424,56.32007199263512,670.4440211411239,True,,Q1_balanced,1,balanced,19,74,hurricane:AL022011__AL071977:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""AL022011__AL071977"", ""case"": ""hurricane:AL022011__AL071977:a0.5"", ""nA"": 29, ""nB"": 27, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 103.68780553888685, ""s_B"": 112.64014398527024, ""delta1"": 51.843902769443424, ""delta2"": 56.32007199263512, ""delta3"": 670.4440211411239, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL022011__AL071977.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_74"", ""certificate"": false, ""input_sha256"": ""a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL022011__AL071977:a0.5|CPS-3F""}"
hurricane,AL022011__AL071977,29,27,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL022011__AL071977.npz,a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41,51.843902769443424,56.32007199263512,670.4440211411239,True,,Q1_balanced,1,balanced,19,75,hurricane:AL022011__AL071977:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""AL022011__AL071977"", ""case"": ""hurricane:AL022011__AL071977:a0.5"", ""nA"": 29, ""nB"": 27, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 103.68780553888685, ""s_B"": 112.64014398527024, ""delta1"": 51.843902769443424, ""delta2"": 56.32007199263512, ""delta3"": 670.4440211411239, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL022011__AL071977.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_75"", ""certificate"": false, ""input_sha256"": ""a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL022011__AL071977:a0.5|Independent continuous""}"
hurricane,AL022011__AL071977,29,27,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_AL022011__AL071977.npz,a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41,51.843902769443424,56.32007199263512,670.4440211411239,True,,Q1_balanced,1,balanced,19,76,hurricane:AL022011__AL071977:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""AL022011__AL071977"", ""case"": ""hurricane:AL022011__AL071977:a0.5"", ""nA"": 29, ""nB"": 27, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 103.68780553888685, ""s_B"": 112.64014398527024, ""delta1"": 51.843902769443424, ""delta2"": 56.32007199263512, ""delta3"": 670.4440211411239, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_AL022011__AL071977.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_76"", ""certificate"": false, ""input_sha256"": ""a69c2f5a77f296d5f57f506e9da0631ddc262a181f84e681436a40bcac9cca41"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:AL022011__AL071977:a0.5|Independent discrete""}"
hurricane,EP101972__EP141967,29,37,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101972__EP141967.npz,1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171,53.18383484536521,31.385526077068157,529.4905368904152,True,,Q2_balanced,2,balanced,20,77,hurricane:EP101972__EP141967:a0.5|CPS-3F,0.5,CPS-3F,,"{""domain"": ""hurricane"", ""pair"": ""EP101972__EP141967"", ""case"": ""hurricane:EP101972__EP141967:a0.5"", ""nA"": 29, ""nB"": 37, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 106.36766969073042, ""s_B"": 62.771052154136314, ""delta1"": 53.18383484536521, ""delta2"": 31.385526077068157, ""delta3"": 529.4905368904152, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101972__EP141967.npz"", ""method"": ""CPS-3F"", ""diagnostic"": ""final20_77"", ""certificate"": false, ""input_sha256"": ""1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101972__EP141967:a0.5|CPS-3F""}"
hurricane,EP101972__EP141967,29,37,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101972__EP141967.npz,1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171,53.18383484536521,31.385526077068157,529.4905368904152,True,,Q2_balanced,2,balanced,20,78,hurricane:EP101972__EP141967:a0.5|Independent continuous,0.5,Independent continuous,,"{""domain"": ""hurricane"", ""pair"": ""EP101972__EP141967"", ""case"": ""hurricane:EP101972__EP141967:a0.5"", ""nA"": 29, ""nB"": 37, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 106.36766969073042, ""s_B"": 62.771052154136314, ""delta1"": 53.18383484536521, ""delta2"": 31.385526077068157, ""delta3"": 529.4905368904152, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101972__EP141967.npz"", ""method"": ""Independent continuous"", ""diagnostic"": ""final20_78"", ""certificate"": false, ""input_sha256"": ""1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101972__EP141967:a0.5|Independent continuous""}"
hurricane,EP101972__EP141967,29,37,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101972__EP141967.npz,1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171,53.18383484536521,31.385526077068157,529.4905368904152,True,,Q2_balanced,2,balanced,20,79,hurricane:EP101972__EP141967:a0.5|Independent discrete,0.5,Independent discrete,,"{""domain"": ""hurricane"", ""pair"": ""EP101972__EP141967"", ""case"": ""hurricane:EP101972__EP141967:a0.5"", ""nA"": 29, ""nB"": 37, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 106.36766969073042, ""s_B"": 62.771052154136314, ""delta1"": 53.18383484536521, ""delta2"": 31.385526077068157, ""delta3"": 529.4905368904152, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101972__EP141967.npz"", ""method"": ""Independent discrete"", ""diagnostic"": ""final20_79"", ""certificate"": false, ""input_sha256"": ""1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101972__EP141967:a0.5|Independent discrete""}"
hurricane,EP101972__EP141967,29,37,projected km,output\paper_v1\hurricane_final_20\inputs\hurricane_EP101972__EP141967.npz,1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171,53.18383484536521,31.385526077068157,529.4905368904152,True,,Q2_balanced,2,balanced,20,80,hurricane:EP101972__EP141967:a0.5|CPS-2F,0.5,CPS-2F,,"{""domain"": ""hurricane"", ""pair"": ""EP101972__EP141967"", ""case"": ""hurricane:EP101972__EP141967:a0.5"", ""nA"": 29, ""nB"": 37, ""units"": ""projected km"", ""alpha"": 0.5, ""s_A"": 106.36766969073042, ""s_B"": 62.771052154136314, ""delta1"": 53.18383484536521, ""delta2"": 31.385526077068157, ""delta3"": 529.4905368904152, ""input_file"": ""output\\paper_v1\\hurricane_final_20\\inputs\\hurricane_EP101972__EP141967.npz"", ""method"": ""CPS-2F"", ""diagnostic"": ""final20_80"", ""certificate"": false, ""input_sha256"": ""1136560945b718482100845d30314a5c97fde7b5a2ae428ea6275b9cbb457171"", ""algorithms"": {""curve_algorithms.py"": ""85e1f6444f23091810a3042decc3e2945a273d2b83cb5da3c6b76f8b495c98e7"", ""cps_paper_algorithms.py"": ""49bca757aacc4d81c9263416c79b91da6fbb2df5358e9e4bb80d97d08802d876""}, ""graph_limits"": {""seconds"": 55.0, ""max_states"": 100000, ""max_transitions"": 20000000, ""max_chain_edges"": 800000}, ""phase_budgets"": {""startup"": 60.0, ""input_loading"": 15.0, ""warmup"": 120.0, ""solver"": 60.0, ""checkpoint"": 5.0, ""validation"": 30.0, ""optional_measurements"": 30.0, ""reporting"": 10.0}, ""memory_mib"": 512, ""configuration_id"": ""hurricane:EP101972__EP141967:a0.5|CPS-2F""}"
