curve_A,curve_B,name_A,year_A,name_B,year_B,basin,n_A,n_B,len_A_km,len_B_km,c_cube_A,c_cube_B,c_ball_A,c_ball_B,c_cube_pair,c_ball_pair,frechet_km,discrete_frechet_km,frechet_over_len
EP081969,EP152009,HEATHER,1969,LINDA,2009,pacific,27,38,1664.4,2032.4,2.819,3.322,2.0585,2.5784,3.322,2.5784,153.94,154.36,0.0925
EP041983,EP151967,DALILIA,1983,PRISCILLA,1967,pacific,26,27,3053.3,2883.9,2.6498,2.7901,2.0481,2.0918,2.7901,2.0918,164.11,161.47,0.0569
EP051990,EP151989,ELIDA,1990,LORENA,1989,pacific,26,40,3108.3,3059.6,2.5768,2.6521,2.0222,2.0831,2.6521,2.0831,164.56,161.79,0.0538
EP161990,EP121985,MARIE,1990,LINDA,1985,pacific,55,42,4374.9,4011.0,2.6101,2.7832,2.1778,2.0949,2.7832,2.1778,168.33,174.57,0.042
EP071995,EP061984,FLOSSIE,1995,FAUSTO,1984,pacific,27,27,1994.8,1852.1,2.8638,2.8643,2.0764,2.1482,2.8643,2.1482,169.45,167.78,0.0915
AL021895,AL091887,UNNAMED,1895,UNNAMED,1887,atlantic,36,47,4597.7,4967.3,2.738,2.8733,2.0165,2.1342,2.8733,2.1342,172.87,185.19,0.0376
EP171987,EP072012,RAMON,1987,GILMA,2012,pacific,27,33,2340.8,2276.0,2.8043,3.3391,2.0879,2.6973,3.3391,2.6973,203.16,201.28,0.0893
EP042006,EP051990,CARLOTTA,2006,ELIDA,1990,pacific,33,26,3342.9,3108.3,2.2134,2.5768,2.0248,2.0222,2.5768,2.0248,203.49,200.54,0.0655
AL041951,AL021903,CHARLIE,1951,UNNAMED,1903,atlantic,52,43,6103.1,6318.1,2.3552,2.6122,2.018,2.097,2.6122,2.097,205.74,199.86,0.0337
EP081990,EP101990,GENEVIEVE,1990,ISELLE,1990,pacific,35,38,3670.2,3312.3,2.6803,3.3338,2.0591,2.8177,3.3338,2.8177,211.19,214.4,0.0638
EP121993,EP091990,KENNETH,1993,HERNAN,1990,pacific,50,47,3830.2,3949.3,2.7141,2.7909,2.1322,2.1306,2.7909,2.1322,211.9,212.19,0.0553
EP042006,EP111985,CARLOTTA,2006,KEVIN,1985,pacific,33,36,3342.9,3463.1,2.2134,2.5263,2.0248,2.0471,2.5263,2.0471,214.99,219.92,0.0643
EP131987,EP042002,MAX,1987,CRISTINA,2002,pacific,29,30,2973.4,2784.4,2.9343,2.9566,2.1027,2.2326,2.9566,2.2326,215.42,215.51,0.0774
EP131983,EP181989,MANUEL,1983,OCTAVE,1989,pacific,34,33,3296.2,3136.5,2.7713,2.9085,2.1528,2.3092,2.9085,2.3092,221.97,219.35,0.0708
EP211990,EP152008,RACHEL,1990,NORBERT,2008,pacific,26,38,3194.3,3055.0,2.8494,2.9089,2.4273,2.3288,2.9089,2.4273,224.88,234.85,0.0736
EP092005,EP102008,IRWIN,2005,ISELLE,2008,pacific,34,41,2464.9,2546.8,2.7791,2.9246,2.1019,2.2553,2.9246,2.2553,225.21,224.83,0.0914
EP051979,EP091965,ENRIQUE,1979,GLENDA,1965,pacific,29,37,2719.3,2841.5,2.8486,2.8505,2.0898,2.0503,2.8505,2.0898,228.58,226.12,0.0841
EP031949,EP142014,UNNAMED,1949,NORBERT,2014,pacific,25,35,1751.1,2287.0,4.2162,4.6331,3.8278,4.3671,4.6331,4.3671,229.3,228.69,0.1309
EP101989,EP111983,GIL,1989,KIKO,1983,pacific,27,36,2425.7,2531.4,2.8082,2.8347,2.0463,2.0963,2.8347,2.0963,230.85,228.67,0.0952
EP042006,EP151989,CARLOTTA,2006,LORENA,1989,pacific,33,40,3342.9,3059.6,2.2134,2.6521,2.0248,2.0831,2.6521,2.0831,232.08,229.27,0.0759
AL021892,AL031890,UNNAMED,1892,UNNAMED,1890,atlantic,40,33,6894.2,7166.3,2.7966,2.8258,2.393,2.4197,2.8258,2.4197,233.44,269.88,0.0339
EP031975,EP021969,CARLOTTA,1975,BERNICE,1969,pacific,35,33,3223.3,3454.0,2.2725,2.6418,2.0371,2.1403,2.6418,2.1403,236.84,238.05,0.0735
EP051995,EP212015,DALILA,1995,RICK,2015,pacific,36,33,2395.2,2656.5,2.7656,3.0267,2.2575,2.7244,3.0267,2.7244,238.09,238.08,0.0994
EP092010,EP011969,FRANK,2010,AVA,1969,pacific,30,28,2425.7,2899.2,2.9161,3.0108,2.4849,2.3607,3.0108,2.4849,239.34,237.25,0.0987
EP082008,EP041978,GENEVIEVE,2008,DANIEL,1978,pacific,40,29,4342.9,4135.6,2.2337,2.4797,2.0577,2.0329,2.4797,2.0577,239.77,235.81,0.058
EP071973,EP231990,GLENDA,1973,TRUDY,1990,pacific,25,67,2916.4,3867.9,2.6344,6.0575,2.1244,5.801,6.0575,5.801,242.75,252.86,0.0832
EP162003,EP012002,PATRICIA,2003,ALMA,2002,pacific,25,31,1817.2,2231.6,2.8272,3.3669,2.093,2.7706,3.3669,2.7706,246.35,245.76,0.1356
EP011976,EP021984,ANNETTE,1976,BORIS,1984,pacific,44,82,2765.1,3497.3,4.5613,5.3132,4.0,4.6325,5.3132,4.6325,250.14,249.5,0.0905
EP012003,EP051968,ANDRES,2003,ESTELLE,1968,pacific,28,33,4391.3,4290.3,2.1177,2.3602,2.024,2.1319,2.3602,2.1319,253.58,249.47,0.0591
EP101970,EP081954,JOYCE,1970,UNNAMED,1954,pacific,25,27,1771.5,2334.9,2.3989,2.7349,2.0277,2.1917,2.7349,2.1917,254.16,252.49,0.1435
EP051951,EP091975,UNNAMED,1951,ILSA,1975,pacific,29,35,3882.8,3702.5,2.3032,2.4431,2.0438,2.0773,2.4431,2.0773,255.6,260.29,0.069
EP131970,EP102015,MAGGIE,1970,HILDA,2015,pacific,27,36,3153.9,3401.7,2.2078,3.3556,2.0154,2.6093,3.3556,2.6093,257.89,255.0,0.0818
EP041983,EP091972,DALILIA,1983,IVA,1972,pacific,26,33,3053.3,2969.9,2.6498,2.7878,2.0481,2.1127,2.7878,2.1127,259.66,263.49,0.0874
EP191985,EP071972,TERRY,1985,GWEN,1972,pacific,37,37,3239.6,3423.8,2.8053,2.8603,2.0796,2.1205,2.8603,2.1205,263.29,261.04,0.0813
EP112007,EP091993,HENRIETTE,2007,HILARY,1993,pacific,30,42,2676.4,3269.0,2.6406,5.238,2.103,4.5742,5.238,4.5742,263.39,261.07,0.0984
EP031995,EP111968,BARBARA,1995,KATHLEEN,1968,pacific,42,41,4513.7,4830.7,2.2179,2.5014,2.014,2.0933,2.5014,2.0933,265.41,267.2,0.0588
EP131983,EP071972,MANUEL,1983,GWEN,1972,pacific,34,37,3296.2,3423.8,2.7713,2.8603,2.1528,2.1205,2.8603,2.1528,265.5,266.36,0.0805
EP071973,EP042002,GLENDA,1973,CRISTINA,2002,pacific,25,30,2916.4,2784.4,2.6344,2.9566,2.1244,2.2326,2.9566,2.2326,266.2,269.35,0.0956
EP111995,EP182014,JULIETTE,1995,RACHEL,2014,pacific,41,36,2380.4,2266.9,4.4299,5.7717,3.7224,5.3855,5.7717,5.3855,266.85,265.55,0.1177
EP102006,EP071987,ILEANA,2006,GREG,1987,pacific,32,28,2634.7,2828.1,2.4888,2.6188,2.0755,2.1336,2.6188,2.1336,267.19,270.02,0.1014
EP051951,EP161970,UNNAMED,1951,PATRICIA,1970,pacific,29,31,3882.8,3843.2,2.3032,2.5225,2.0438,2.0684,2.5225,2.0684,269.14,269.75,0.07
EP091991,EP142000,HILDA,1991,LANE,2000,pacific,26,37,3276.4,3772.5,2.9094,5.0759,2.1219,4.4128,5.0759,4.4128,270.83,272.23,0.0827
EP131985,EP101980,MARTY,1985,JAVIER,1980,pacific,29,26,2793.0,2812.3,2.6219,2.6574,2.0863,2.0604,2.6574,2.0863,270.95,268.47,0.097
EP172000,EP032014,OLIVIA,2000,CRISTINA,2014,pacific,32,41,1858.6,2223.0,2.7196,5.2152,2.0964,4.3298,5.2152,4.3298,271.58,270.87,0.1461
EP031975,EP061982,CARLOTTA,1975,FABIO,1982,pacific,35,32,3223.3,3229.7,2.2725,2.8377,2.0371,2.0413,2.8377,2.0413,271.87,272.71,0.0843
EP042004,EP141990,CELIA,2004,KENNA,1990,pacific,30,35,2596.2,3297.7,2.2174,4.3385,2.0446,4.0,4.3385,4.0,272.5,272.66,0.105
EP081967,EP101980,ILSA,1967,JAVIER,1980,pacific,25,26,2807.9,2812.3,2.6302,2.6574,2.1478,2.0604,2.6574,2.1478,272.89,275.45,0.0972
EP112007,EP112006,HENRIETTE,2007,JOHN,2006,pacific,30,32,2676.4,2828.1,2.6406,2.9029,2.103,2.1071,2.9029,2.1071,273.7,271.48,0.1023
AL021923,AL102000,UNNAMED,1923,FLORENCE,2000,atlantic,38,29,2955.7,3246.1,3.191,5.9278,2.4123,5.0304,5.9278,5.0304,276.11,278.93,0.0934
EP031971,EP191990,CARLOTTA,1971,ODILE,1990,pacific,27,35,3215.9,3292.0,2.8193,4.0465,2.0608,3.3713,4.0465,3.3713,277.32,274.6,0.0862
EP041983,EP111975,DALILIA,1983,KATRINA,1975,pacific,26,37,3053.3,3428.8,2.6498,2.8206,2.0481,2.1006,2.8206,2.1006,278.43,275.67,0.0912
EP101975,EP091972,JEWEL,1975,IVA,1972,pacific,31,33,3215.6,2969.9,2.332,2.7878,2.0541,2.1127,2.7878,2.1127,280.07,285.54,0.0943
EP071972,EP181989,GWEN,1972,OCTAVE,1989,pacific,37,33,3423.8,3136.5,2.8603,2.9085,2.1205,2.3092,2.9085,2.3092,280.59,277.91,0.0895
EP051995,EP101983,DALILA,1995,JULIETTE,1983,pacific,36,31,2395.2,2490.7,2.7656,3.016,2.2575,2.2648,3.016,2.2648,281.17,286.98,0.1174
EP111954,EP141998,UNNAMED,1954,LESTER,1998,pacific,25,47,3004.4,2956.3,2.4601,3.8813,2.0571,3.4825,3.8813,3.4825,281.25,278.68,0.0951
EP181982,EP041992,SERGIO,1982,CELIA,1992,pacific,40,50,4695.8,4767.8,2.4564,2.7584,2.0487,2.1205,2.7584,2.1205,281.45,277.15,0.0599
EP091972,EP151967,IVA,1972,PRISCILLA,1967,pacific,33,27,2969.9,2883.9,2.7878,2.7901,2.1127,2.0918,2.7901,2.1127,282.5,279.92,0.098
EP112006,EP091993,JOHN,2006,HILARY,1993,pacific,32,42,2828.1,3269.0,2.9029,5.238,2.1071,4.5742,5.238,4.5742,282.59,281.24,0.0999
AL031931,AL011917,UNNAMED,1931,UNNAMED,1917,atlantic,34,33,4088.4,4454.7,2.58,2.8545,2.0297,2.0615,2.8545,2.0615,282.76,281.67,0.0692
EP031968,EP071971,CELESTE,1968,GEORGETTE,1971,pacific,27,29,2831.4,3063.9,2.2915,2.8533,2.0375,2.0997,2.8533,2.0997,282.86,280.2,0.0999
EP102002,EP092000,HERNAN,2002,GILMA,2000,pacific,31,25,2759.0,2151.0,2.7955,2.8266,2.1277,2.0738,2.8266,2.1277,283.62,281.57,0.1319
EP172000,EP182014,OLIVIA,2000,RACHEL,2014,pacific,32,36,1858.6,2266.9,2.7196,5.7717,2.0964,5.3855,5.7717,5.3855,284.86,284.04,0.1533
EP042006,EP061982,CARLOTTA,2006,FABIO,1982,pacific,33,32,3342.9,3229.7,2.2134,2.8377,2.0248,2.0413,2.8377,2.0413,285.2,282.27,0.0883
EP102006,EP021981,ILEANA,2006,BEATRIZ,1981,pacific,32,25,2634.7,2604.3,2.4888,2.8132,2.0755,2.1105,2.8132,2.1105,287.57,286.81,0.1104
EP081978,EP121968,HECTOR,1978,LIZA,1968,pacific,32,37,3427.7,3210.0,2.6082,2.8112,2.0779,2.2138,2.8112,2.2138,287.6,292.35,0.0896
AL031993,AL111988,BRET,1993,JOAN,1988,atlantic,33,53,5184.0,5079.2,2.4022,4.2871,2.0223,3.8659,4.2871,3.8659,288.48,292.13,0.0568
AL012010,AL152000,ALEX,2010,KEITH,2000,atlantic,32,34,2546.5,2231.6,3.0941,5.1064,2.2778,4.4405,5.1064,4.4405,288.88,292.8,0.1294
EP241990,EP111988,VANCE,1990,KRISTY,1988,pacific,41,34,2560.8,2329.5,5.5842,6.0905,4.6126,5.6866,6.0905,5.6866,289.53,288.3,0.1243
AL081968,AL102008,EDNA,1968,JOSEPHINE,2008,atlantic,31,33,3778.1,3551.4,2.0131,2.2293,2.0078,2.0687,2.2293,2.0687,290.78,287.46,0.0819
EP031968,EP031988,CELESTE,1968,CARLOTTA,1988,pacific,27,28,2831.4,2785.9,2.2915,2.411,2.0375,2.065,2.411,2.065,290.89,291.49,0.1044
EP031975,EP101975,CARLOTTA,1975,JEWEL,1975,pacific,35,31,3223.3,3215.6,2.2725,2.332,2.0371,2.0541,2.332,2.0541,292.1,289.11,0.0908
EP042006,EP071971,CARLOTTA,2006,GEORGETTE,1971,pacific,33,29,3342.9,3063.9,2.2134,2.8533,2.0248,2.0997,2.8533,2.0997,292.13,289.32,0.0953
EP092000,EP031984,GILMA,2000,CRISTINA,1984,pacific,25,36,2151.0,2384.8,2.8266,3.018,2.0738,2.2487,3.018,2.2487,292.43,291.95,0.136
EP041965,EP151991,BERNICE,1965,MARTY,1991,pacific,31,45,3270.7,3787.0,2.6861,3.5044,2.071,2.9298,3.5044,2.9298,292.66,292.39,0.0895
EP031994,EP061982,CARLOTTA,1994,FABIO,1982,pacific,29,32,3133.7,3229.7,2.601,2.8377,2.0157,2.0413,2.8377,2.0413,292.82,289.86,0.0934
EP031994,EP101985,CARLOTTA,1994,JIMENA,1985,pacific,29,37,3133.7,3442.1,2.601,2.8299,2.0157,2.0681,2.8299,2.0681,293.14,290.61,0.0935
EP132004,EP091993,JAVIER,2004,HILARY,1993,pacific,39,42,3473.6,3269.0,2.8645,5.238,2.2071,4.5742,5.238,4.5742,295.08,292.46,0.0903
EP112007,EP161968,HENRIETTE,2007,PAULINE,1968,pacific,30,31,2676.4,2638.5,2.6406,2.8614,2.103,2.1804,2.8614,2.1804,295.44,294.89,0.112
AL021931,AL031905,UNNAMED,1931,UNNAMED,1905,atlantic,26,28,2886.8,2514.7,2.726,2.8685,2.1527,2.2468,2.8685,2.2468,296.34,294.23,0.1178
EP031978,EP191990,CARLOTTA,1978,ODILE,1990,pacific,35,35,3463.0,3292.0,2.8311,4.0465,2.1831,3.3713,4.0465,3.3713,296.44,293.72,0.09
EP151989,EP061982,LORENA,1989,FABIO,1982,pacific,40,32,3059.6,3229.7,2.6521,2.8377,2.0831,2.0413,2.8377,2.0831,296.5,293.8,0.0969
EP051990,EP081978,ELIDA,1990,HECTOR,1978,pacific,26,32,3108.3,3427.7,2.5768,2.6082,2.0222,2.0779,2.6082,2.0779,296.51,293.56,0.0954
EP021981,EP081980,BEATRIZ,1981,HOWARD,1980,pacific,25,30,2604.3,2637.3,2.8132,2.8224,2.1105,2.0695,2.8224,2.1105,297.34,300.22,0.1142
EP032006,EP061997,BUD,2006,DOLORES,1997,pacific,27,30,3850.8,4000.0,2.329,2.7788,2.0073,2.0358,2.7788,2.0358,297.82,304.38,0.0773
AL031864,AL081971,UNNAMED,1864,CHLOE,1971,atlantic,26,29,3958.5,4017.2,2.1103,2.4763,2.0051,2.0757,2.4763,2.0757,298.44,294.64,0.0754
EP131990,EP082008,JULIO,1990,GENEVIEVE,2008,pacific,32,40,4291.8,4342.9,2.1848,2.2337,2.0464,2.0577,2.2337,2.0577,299.1,295.03,0.0697
EP202009,EP011958,RICK,2009,UNNAMED,1958,pacific,27,41,2786.8,2326.6,3.1735,3.2245,2.702,2.7701,3.2245,2.7701,299.74,298.24,0.1288
EP172009,EP122006,NORA,2009,KRISTY,2006,pacific,31,42,2345.4,2481.1,2.6893,4.4111,2.2379,4.0778,4.4111,4.0778,300.14,298.37,0.128
EP072011,EP151967,GREG,2011,PRISCILLA,1967,pacific,26,27,3069.5,2883.9,2.2809,2.7901,2.0218,2.0918,2.7901,2.0918,301.91,299.33,0.1047
EP111968,EP161974,KATHLEEN,1968,PATRICIA,1974,pacific,41,43,4830.7,4820.8,2.5014,2.8964,2.0933,2.4476,2.8964,2.4476,302.35,303.3,0.0627
EP181984,EP012011,RACHEL,1984,ADRIAN,2011,pacific,36,30,2561.1,2275.3,2.2594,3.1479,2.0621,2.6988,3.1479,2.6988,304.08,302.07,0.1336
EP031988,EP081967,CARLOTTA,1988,ILSA,1967,pacific,28,25,2785.9,2807.9,2.411,2.6302,2.065,2.1478,2.6302,2.1478,305.98,303.41,0.1098
AL031931,AL041941,UNNAMED,1931,UNNAMED,1941,atlantic,34,29,4088.4,4042.3,2.58,2.6233,2.0297,2.07,2.6233,2.07,306.68,302.99,0.0759
EP031975,EP031994,CARLOTTA,1975,CARLOTTA,1994,pacific,35,29,3223.3,3133.7,2.2725,2.601,2.0371,2.0157,2.601,2.0371,307.52,304.5,0.0981
EP031988,EP071971,CARLOTTA,1988,GEORGETTE,1971,pacific,28,29,2785.9,3063.9,2.411,2.8533,2.065,2.0997,2.8533,2.0997,307.77,305.14,0.1105
AL021895,AL131967,UNNAMED,1895,BEULAH,1967,atlantic,36,70,4597.7,5397.3,2.738,3.5721,2.0165,2.88,3.5721,2.88,309.07,308.32,0.0672
EP191985,EP052015,TERRY,1985,DOLORES,2015,pacific,37,45,3239.6,3950.3,2.8053,3.4444,2.0796,2.9632,3.4444,2.9632,309.21,307.87,0.0954
EP141997,EP071990,LINDA,1997,FAUSTO,1990,pacific,34,28,2843.1,2874.0,2.7992,2.8029,2.0408,2.0342,2.8029,2.0408,310.83,308.25,0.1093
EP091972,EP061982,IVA,1972,FABIO,1982,pacific,33,32,2969.9,3229.7,2.7878,2.8377,2.1127,2.0413,2.8377,2.1127,310.83,308.12,0.1047
EP032014,EP182014,CRISTINA,2014,RACHEL,2014,pacific,41,36,2223.0,2266.9,5.2152,5.7717,4.3298,5.3855,5.7717,5.3855,311.62,310.37,0.1402
EP102006,EP072007,ILEANA,2006,DALILA,2007,pacific,32,34,2634.7,2513.5,2.4888,2.8999,2.0755,2.3392,2.8999,2.3392,311.69,309.47,0.124
EP042014,EP032004,DOUGLAS,2014,BLAS,2004,pacific,42,28,2709.5,2945.4,2.861,2.9286,2.0793,2.4932,2.9286,2.4932,312.34,311.98,0.1153
EP032015,EP031996,CARLOS,2015,ALMA,1996,pacific,32,29,1646.1,1312.6,3.6615,7.2087,2.989,6.2586,7.2087,6.2586,312.74,311.84,0.2383
EP081967,EP141997,ILSA,1967,LINDA,1997,pacific,25,34,2807.9,2843.1,2.6302,2.7992,2.1478,2.0408,2.7992,2.1478,313.25,312.48,0.1116
EP031968,EP101980,CELESTE,1968,JAVIER,1980,pacific,27,26,2831.4,2812.3,2.2915,2.6574,2.0375,2.0604,2.6574,2.0604,314.3,311.91,0.1118
EP021999,EP021969,BEATRIZ,1999,BERNICE,1969,pacific,32,33,3468.8,3454.0,2.5217,2.6418,2.0478,2.1403,2.6418,2.1403,315.03,322.91,0.0912
EP101989,EP181989,GIL,1989,OCTAVE,1989,pacific,27,33,2425.7,3136.5,2.8082,2.9085,2.0463,2.3092,2.9085,2.3092,315.06,315.15,0.1299
EP092005,EP032010,IRWIN,2005,BLAS,2010,pacific,34,32,2464.9,2421.7,2.7791,6.4983,2.1019,5.883,6.4983,5.883,315.39,313.47,0.1302
EP111985,EP071971,KEVIN,1985,GEORGETTE,1971,pacific,36,29,3463.1,3063.9,2.5263,2.8533,2.0471,2.0997,2.8533,2.0997,315.69,312.84,0.103
AL071892,AL011917,UNNAMED,1892,UNNAMED,1917,atlantic,45,33,4792.8,4454.7,2.7889,2.8545,2.023,2.0615,2.8545,2.0615,316.59,312.38,0.0711
EP111985,EP101985,KEVIN,1985,JIMENA,1985,pacific,36,37,3463.1,3442.1,2.5263,2.8299,2.0471,2.0681,2.8299,2.0681,316.62,316.42,0.092
EP132011,EP011970,KENNETH,2011,ADELE,1970,pacific,31,31,3644.0,3614.8,2.2055,2.3398,2.0474,2.0493,2.3398,2.0493,316.64,313.24,0.0876
EP101980,EP102002,JAVIER,1980,HERNAN,2002,pacific,26,31,2812.3,2759.0,2.6574,2.7955,2.0604,2.1277,2.7955,2.1277,317.9,315.41,0.1152
EP102000,EP081981,HECTOR,2000,HILARY,1981,pacific,25,29,2342.3,2505.9,2.6403,2.736,2.1366,2.1001,2.736,2.1366,318.31,319.55,0.1359
EP041981,EP051995,DORA,1981,DALILA,1995,pacific,25,36,2550.6,2395.2,2.2209,2.7656,2.0216,2.2575,2.7656,2.2575,319.4,317.37,0.1334
EP131983,EP191985,MANUEL,1983,TERRY,1985,pacific,34,37,3296.2,3239.6,2.7713,2.8053,2.1528,2.0796,2.8053,2.1528,319.69,317.06,0.0987
EP151982,EP091991,OLIVIA,1982,HILDA,1991,pacific,29,26,3481.5,3276.4,2.7446,2.9094,2.2484,2.1219,2.9094,2.2484,320.6,322.54,0.0979
EP071995,EP112012,FLOSSIE,1995,KRISTY,2012,pacific,27,33,1994.8,2644.4,2.8638,5.4589,2.0764,4.2784,5.4589,4.2784,320.85,319.19,0.1608
AL041941,AL011917,UNNAMED,1941,UNNAMED,1917,atlantic,29,33,4042.3,4454.7,2.6233,2.8545,2.07,2.0615,2.8545,2.07,320.92,317.21,0.0794
EP112006,EP132009,JOHN,2006,JIMENA,2009,pacific,32,39,2828.1,2906.7,2.9029,6.193,2.1071,5.1536,6.193,5.1536,321.28,321.61,0.1136
EP152001,EP042002,MANUEL,2001,CRISTINA,2002,pacific,31,30,2919.0,2784.4,2.9444,2.9566,2.393,2.2326,2.9566,2.393,321.46,319.26,0.1155
EP081965,EP041988,FLORENCE,1965,DANIEL,1988,pacific,31,30,2685.9,2815.9,2.4369,2.7609,2.0298,2.255,2.7609,2.255,321.67,320.74,0.1198
EP052001,EP081987,DALILA,2001,HILARY,1987,pacific,31,35,3162.7,3655.6,2.2173,2.6461,2.0093,2.0357,2.6461,2.0357,321.83,319.27,0.1018
EP081969,EP062015,HEATHER,1969,ENRIQUE,2015,pacific,27,38,1664.4,2242.9,2.819,5.7853,2.0585,5.343,5.7853,5.343,322.64,321.09,0.1938
EP041954,EP122006,UNNAMED,1954,KRISTY,2006,pacific,31,42,2200.0,2481.1,2.8026,4.4111,2.1983,4.0778,4.4111,4.0778,322.73,320.95,0.1467
EP031966,EP121985,CONNIE,1966,LINDA,1985,pacific,39,42,3671.0,4011.0,2.2551,2.7832,2.0341,2.0949,2.7832,2.0949,323.26,319.76,0.0881
EP112001,EP132004,JULIETTE,2001,JAVIER,2004,pacific,48,39,3777.4,3473.6,2.8275,2.8645,2.3133,2.2071,2.8645,2.3133,323.39,320.72,0.0931
AL051942,AL062007,UNNAMED,1942,FELIX,2007,atlantic,32,28,3535.6,4171.3,2.2072,2.6764,2.0059,2.0372,2.6764,2.0372,323.45,320.03,0.0915
AL041944,AL031931,UNNAMED,1944,UNNAMED,1931,atlantic,32,34,4307.1,4088.4,2.5154,2.58,2.0442,2.0297,2.58,2.0442,323.73,332.77,0.0792
EP081978,EP151985,HECTOR,1978,OLAF,1985,pacific,32,38,3427.7,3777.1,2.6082,2.9436,2.0779,2.377,2.9436,2.377,323.87,324.94,0.0945
EP021949,EP111995,UNNAMED,1949,JULIETTE,1995,pacific,25,41,1932.2,2380.4,2.8231,4.4299,2.1257,3.7224,4.4299,3.7224,324.01,322.6,0.1677
EP031988,EP061982,CARLOTTA,1988,FABIO,1982,pacific,28,32,2785.9,3229.7,2.411,2.8377,2.065,2.0413,2.8377,2.065,324.05,321.53,0.1163
EP112001,EP091959,JULIETTE,2001,UNNAMED,1959,pacific,48,31,3777.4,3358.2,2.8275,2.9587,2.3133,2.1888,2.9587,2.3133,324.3,321.35,0.0966
EP031975,EP091972,CARLOTTA,1975,IVA,1972,pacific,35,33,3223.3,2969.9,2.2725,2.7878,2.0371,2.1127,2.7878,2.1127,324.34,321.61,0.1092
EP111975,EP061982,KATRINA,1975,FABIO,1982,pacific,37,32,3428.8,3229.7,2.8206,2.8377,2.1006,2.0413,2.8377,2.1006,324.54,321.61,0.1005
EP171987,EP031984,RAMON,1987,CRISTINA,1984,pacific,27,36,2340.8,2384.8,2.8043,3.018,2.0879,2.2487,3.018,2.2487,324.57,325.12,0.1387
EP091959,EP091993,UNNAMED,1959,HILARY,1993,pacific,31,42,3358.2,3269.0,2.9587,5.238,2.1888,4.5742,5.238,4.5742,324.95,322.35,0.0994
EP031988,EP141997,CARLOTTA,1988,LINDA,1997,pacific,28,34,2785.9,2843.1,2.411,2.7992,2.065,2.0408,2.7992,2.065,325.68,326.11,0.1169
EP061992,EP101968,ESTELLE,1992,JOANNE,1968,pacific,34,29,3046.5,3420.8,2.9778,3.1184,2.2551,2.2374,3.1184,2.2551,326.15,324.92,0.1071
AL021895,AL021878,UNNAMED,1895,UNNAMED,1878,atlantic,36,45,4597.7,4466.6,2.738,2.824,2.0165,2.1208,2.824,2.1208,326.16,322.13,0.073
EP011957,EP052006,KANOA,1957,DANIEL,2006,pacific,45,48,5049.4,4827.5,2.3031,2.3301,2.0324,2.0343,2.3301,2.0343,326.54,322.0,0.0676
EP021954,EP122003,UNNAMED,1954,LINDA,2003,pacific,25,38,2034.9,1942.6,2.5259,3.0414,2.0822,2.4099,3.0414,2.4099,327.19,325.87,0.1684
EP061984,EP112012,FAUSTO,1984,KRISTY,2012,pacific,27,33,1852.1,2644.4,2.8643,5.4589,2.1482,4.2784,5.4589,4.2784,327.27,326.46,0.1767
EP131990,EP052011,JULIO,1990,EUGENE,2011,pacific,32,44,4291.8,4964.3,2.1848,2.3789,2.0464,2.0682,2.3789,2.0682,327.54,327.25,0.0763
EP071984,EP011958,GENEVIEVE,1984,UNNAMED,1958,pacific,30,41,2415.4,2326.6,2.953,3.2245,2.2128,2.7701,3.2245,2.7701,327.7,326.04,0.1408
EP052006,EP081997,DANIEL,2006,FELICIA,1997,pacific,48,33,4827.5,4583.4,2.3301,2.5145,2.0343,2.0536,2.5145,2.0536,328.78,328.94,0.0717
EP081978,EP091971,HECTOR,1978,ILSA,1971,pacific,32,35,3427.7,3497.7,2.6082,2.876,2.0779,2.1304,2.876,2.1304,328.84,325.65,0.0959
EP091976,EP091971,IVA,1976,ILSA,1971,pacific,37,35,3791.8,3497.7,2.8339,2.876,2.0686,2.1304,2.876,2.1304,328.88,329.1,0.094
EP171982,EP032015,ROSA,1982,CARLOS,2015,pacific,25,32,1312.8,1646.1,2.6379,3.6615,2.03,2.989,3.6615,2.989,329.4,328.21,0.2509
EP102008,EP032010,ISELLE,2008,BLAS,2010,pacific,41,32,2546.8,2421.7,2.9246,6.4983,2.2553,5.883,6.4983,5.883,329.55,331.72,0.1361
AL021879,AL082008,UNNAMED,1879,HANNA,2008,atlantic,32,49,6010.8,6741.9,3.0799,5.257,2.3144,4.6536,5.257,4.6536,329.59,328.52,0.0548
EP071978,EP121968,GILMA,1978,LIZA,1968,pacific,29,37,3515.2,3210.0,2.737,2.8112,2.2197,2.2138,2.8112,2.2197,329.74,337.68,0.1027
EP041983,EP061982,DALILIA,1983,FABIO,1982,pacific,26,32,3053.3,3229.7,2.6498,2.8377,2.0481,2.0413,2.8377,2.0481,329.83,327.0,0.108
EP031988,EP212015,CARLOTTA,1988,RICK,2015,pacific,28,33,2785.9,2656.5,2.411,3.0267,2.065,2.7244,3.0267,2.7244,330.93,328.79,0.1246
EP071987,EP091971,GREG,1987,ILSA,1971,pacific,28,35,2828.1,3497.7,2.6188,2.876,2.1336,2.1304,2.876,2.1336,331.77,329.15,0.1173
EP121983,EP071990,LORENA,1983,FAUSTO,1990,pacific,34,28,2949.9,2874.0,2.3156,2.8029,2.0636,2.0342,2.8029,2.0636,331.93,329.41,0.1155
